Date;Open;High;Low;Close;Volume
"2025-10-05 02:00:00";4489.0534464035;4616.5334391076;4472.1386430196;4515.4229801185;44880806324.3
"2025-10-06 02:00:00";4515.3006029651;4736.2092203282;4492.8699689232;4687.7714716055;44992456373.95
"2025-10-07 02:00:00";4687.7098045352;4755.2200882427;4443.5715275816;4451.1516686731;54879425294.14
"2025-10-08 02:00:00";4451.1079431076;4556.2218489655;4417.7682328218;4527.6481739748;40456628234.55
"2025-10-09 02:00:00";4526.9609269677;4531.7167976926;4273.55968367;4369.1437535162;47903074595.95
"2025-10-10 02:00:00";4369.0655944031;4395.5706404193;3460.2224970126;3843.0087946899;97736621123.22
"2025-10-11 02:00:00";3840.9603535438;3882.2413852249;3652.7900876048;3750.611530842;62475475937.55
"2025-10-12 02:00:00";3750.9461660378;4195.3972308897;3701.4781931559;4164.427884754;61216174681.4
"2025-10-13 02:00:00";4164.0493048238;4292.8458420402;4061.2246597723;4245.4679886523;50253782420.3
"2025-10-14 02:00:00";4245.372618354;4265.1055241262;3895.9736306384;4125.4121155962;67094148347.32
"2025-10-15 02:00:00";4125.3611991281;4213.8560823295;3935.1614191387;3987.4595633605;50462889452.97
"2025-10-16 02:00:00";3987.1488445808;4079.6483005367;3829.6539310274;3894.7543902873;49147390730.91
"2025-10-17 02:00:00";3894.3778026285;3950.5669878563;3678.6204740695;3832.5589390337;57404271887.61
"2025-10-18 02:00:00";3833.0094101955;3927.2456415946;3822.2664724672;3890.3461852552;23815676384.85
"2025-10-19 02:00:00";3890.5834283928;4029.3553953978;3843.7730424158;3984.6496513793;32870655220.97
"2025-10-20 02:00:00";3984.6961665153;4084.1595767615;3911.7263131257;3980.7602219484;40224612562.54
"2025-10-21 02:00:00";3980.7404588744;4109.5332287034;3843.2276975931;3876.7642814578;49960290350.31
"2025-10-22 02:00:00";3877.3629998601;3890.6324027856;3718.0770284272;3808.1222979572;46173305673.28
"2025-10-23 02:00:00";3808.0850225635;3930.9747491054;3801.2414206192;3856.0263019834;36361652714.17
"2025-10-24 02:00:00";3856.0332593104;4002.5618222009;3849.7248615812;3934.5673056173;34090708715.21
"2025-10-25 02:00:00";3934.4899073785;3967.6454194133;3914.6407385867;3953.4710537324;15245229016.93
"2025-10-26 02:00:00";3953.4373189226;4177.3107328209;3923.1926965822;4157.989373406;29120786315.07
"2025-10-27 01:00:00";4158.0108879878;4250.6698941391;4099.5696251991;4120.121880126;40271333200.73
"2025-10-28 01:00:00";4120.275123358;4173.5052341525;3940.8342294415;3982.2623442913;39684155176.8
"2025-10-29 01:00:00";3980.7589558562;4036.3530070342;3849.5387086058;3903.3530028652;35255876155.69
"2025-10-30 01:00:00";3903.3224887771;3948.2225892618;3681.909350922;3804.3751436128;39981939288.66
"2025-10-31 01:00:00";3805.0827340093;3900.5803440662;3797.6692032095;3847.0803345867;37800100395.21
"2025-11-01 01:00:00";3847.1714801541;3906.7802494716;3832.6346537234;3874.1880824757;17490279523.53
"2025-11-02 01:00:00";3873.8943092089;3914.8754363003;3839.9972238722;3911.0633261075;20479611653.83
"2025-11-03 01:00:00";3911.7478409827;3912.6334014048;3560.2635659756;3602.3080883088;53091469560.35
"2025-11-04 01:00:00";3602.0408438302;3652.687312994;3063.0870151097;3292.5744588128;76827517772.92
"2025-11-05 01:00:00";3292.1481632003;3479.8095441602;3170.5140104723;3425.1712297982;46955882330.42
"2025-11-06 01:00:00";3425.3609923027;3454.3359463076;3245.2816449024;3312.2578130297;36731850432.7
"2025-11-07 01:00:00";3312.0292965302;3471.8050145834;3195.8966609827;3435.3011355926;42609994022.24
"2025-11-08 01:00:00";3435.1474538577;3482.2683501752;3357.7131979548;3400.3759603032;23613870397.72
"2025-11-09 01:00:00";3400.7605903003;3554.1592010055;3359.7174799617;3513.840929015647;26255106639.23
